,policy_id,subscription_length,customer_age,vehicle_age,model,fuel_type,max_torque,region_code,region_density,segment,claim_status
1029,POL030922,3.1,45,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1030,POL043052,1.8,36,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1031,POL053302,4.7,43,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1032,POL025818,0.6,44,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1033,POL053286,4.4,37,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1034,POL026978,0.2,44,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1035,POL016188,8.5,52,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1036,POL043609,4.8,39,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1037,POL011488,7.1,58,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1038,POL043553,7.8,44,0.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1039,POL002595,11.3,54,0.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1040,POL005786,8.9,45,1.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1041,POL003690,2.8,36,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1042,POL051319,5.1,47,0.6,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1043,POL001423,3.6,39,0.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1044,POL033530,2.6,45,0.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1045,POL015304,7.0,49,0.6,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1046,POL005917,6.5,36,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1047,POL001077,1.2,39,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1048,POL018709,1.4,37,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1049,POL012439,0.7,39,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1050,POL018395,3.6,42,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1051,POL007483,2.1,44,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,1
1052,POL040571,8.9,55,0.6,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1053,POL001770,6.9,53,1.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1054,POL042071,5.2,36,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1055,POL044207,5.0,43,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1056,POL058365,0.4,47,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1057,POL008883,9.3,52,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1058,POL046881,0.4,50,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1059,POL007423,6.1,51,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1060,POL045978,0.8,47,1.6,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1061,POL046550,6.2,42,1.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1062,POL046761,6.3,36,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1063,POL027633,6.0,46,1.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1064,POL017630,9.8,50,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1065,POL057591,4.9,36,0.6,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1066,POL022217,2.9,42,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1067,POL045187,8.4,39,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1068,POL056047,1.1,52,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1069,POL008813,2.3,50,0.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1070,POL042288,2.8,40,1.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1071,POL010074,0.5,41,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1072,POL012594,1.4,40,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1073,POL005468,1.4,48,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1074,POL006934,1.0,47,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1075,POL018213,0.6,43,0.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1076,POL049998,8.6,42,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1077,POL057265,0.5,44,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1078,POL027211,1.0,45,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1079,POL037496,6.2,64,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1080,POL028343,8.4,47,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1081,POL017828,2.5,37,1.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1082,POL058312,5.7,56,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1083,POL016842,6.3,52,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1084,POL038400,7.2,40,0.4,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1085,POL004415,6.4,45,0.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1086,POL037797,0.5,44,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1087,POL035088,0.7,36,0.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1088,POL023884,6.0,37,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1089,POL034320,5.3,35,0.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1090,POL046786,1.0,42,2.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1091,POL029619,5.2,54,0.6,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1092,POL016898,5.6,45,1.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1093,POL015503,5.8,40,0.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1094,POL041153,8.7,57,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1095,POL031614,8.6,47,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1096,POL021752,0.9,44,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1097,POL057890,0.3,40,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1098,POL003766,1.0,44,3.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1099,POL032041,3.5,40,0.8,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1100,POL000874,0.1,39,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1101,POL031322,0.9,39,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1102,POL006191,0.6,40,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1103,POL027216,9.1,44,0.2,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1104,POL014420,0.6,53,0.0,M1,CNG,60Nm@3500rpm,C1,4990,A,0
1105,POL025450,2.9,37,1.2,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1106,POL045153,6.7,44,2.6,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1107,POL023118,7.1,39,0.6,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1108,POL030400,4.1,46,2.8,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1109,POL033059,8.5,39,1.6,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1110,POL010377,1.0,44,2.6,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1111,POL028795,0.9,47,2.6,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1112,POL028877,6.8,39,0.8,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1113,POL033916,10.2,43,0.2,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1114,POL000914,6.4,46,0.6,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1115,POL042551,11.6,40,0.6,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1116,POL043691,3.0,55,0.4,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1117,POL019393,0.9,37,1.6,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1118,POL001094,10.6,39,2.6,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1119,POL053657,0.9,45,3.0,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1120,POL024037,9.5,49,3.8,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1121,POL028444,0.9,37,0.6,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1122,POL022973,0.9,40,1.0,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1123,POL022873,3.1,35,0.4,M10,CNG,85Nm@3000rpm,C1,4990,Utility,0
1124,POL031250,6.3,40,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1125,POL009714,11.3,39,2.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1126,POL053188,10.7,47,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1127,POL043015,0.7,50,2.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1128,POL004241,0.7,35,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1129,POL043158,0.8,37,1.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1130,POL036717,7.5,46,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1131,POL014907,0.9,49,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1132,POL042059,5.2,40,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1133,POL021577,3.7,52,3.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1134,POL058002,2.0,51,0.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1135,POL005205,5.4,50,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1136,POL000177,8.2,54,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1137,POL018078,4.3,51,4.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1138,POL036147,5.1,36,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1139,POL034666,11.2,55,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1140,POL020802,7.0,36,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1141,POL037538,0.9,39,1.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1142,POL022931,11.1,53,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1143,POL009257,1.0,45,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1144,POL041881,10.6,35,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1145,POL013492,4.9,62,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1146,POL012780,6.7,53,0.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1147,POL044947,0.9,46,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1148,POL018866,3.9,37,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1149,POL017770,5.4,42,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1150,POL034927,5.0,54,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1151,POL035222,4.5,40,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1152,POL021053,6.1,51,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1153,POL017922,0.8,35,2.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1154,POL056330,7.3,52,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1155,POL032377,5.2,61,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1156,POL054418,7.7,36,2.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1157,POL010871,0.9,48,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1158,POL058169,5.1,37,0.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1159,POL019537,11.3,49,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1160,POL053775,0.9,38,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1161,POL041178,1.0,38,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1162,POL003390,3.2,35,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1163,POL051615,3.6,54,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1164,POL011605,1.9,40,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1165,POL030423,1.2,40,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1166,POL041443,4.9,53,2.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1167,POL049224,0.9,54,3.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1168,POL024331,1.0,36,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1169,POL009439,0.8,47,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1170,POL053536,1.9,53,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1171,POL053152,3.4,39,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1172,POL029233,0.8,40,2.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1173,POL050434,0.9,44,2.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1174,POL002657,7.0,50,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1175,POL054992,11.3,54,1.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1176,POL054688,0.9,57,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1177,POL012761,9.8,49,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1178,POL034915,3.4,45,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1179,POL035771,4.4,41,1.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1180,POL047548,11.3,50,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1181,POL035656,1.0,36,1.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1182,POL037569,0.9,41,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1183,POL007454,11.6,54,2.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1184,POL020242,6.1,35,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1185,POL015060,5.7,49,7.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1186,POL051574,3.6,36,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1187,POL035357,1.0,38,3.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1188,POL005942,7.4,42,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1189,POL041117,1.0,67,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1190,POL018374,5.4,37,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1191,POL033726,0.8,37,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1192,POL004133,10.9,64,2.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1193,POL052229,8.2,49,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1194,POL008736,0.9,38,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1195,POL053782,12.0,37,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1196,POL026778,5.5,53,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1197,POL015578,5.7,35,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1198,POL009798,5.7,48,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1199,POL002268,10.4,44,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1200,POL052651,5.0,56,2.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1201,POL047182,4.2,39,1.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1202,POL051611,5.0,45,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1203,POL032822,1.9,62,3.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1204,POL006919,4.6,44,1.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1205,POL016884,0.8,35,1.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1206,POL057110,10.2,43,1.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1207,POL027160,5.5,39,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1208,POL003200,2.6,39,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1209,POL040775,0.8,35,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1210,POL033930,6.5,40,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1211,POL039604,10.2,68,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1212,POL050639,1.0,36,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1213,POL020998,10.7,41,0.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1214,POL032523,2.8,45,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1215,POL007522,5.9,39,3.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1216,POL023512,0.9,53,1.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1217,POL029720,6.0,43,2.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1218,POL053895,3.7,60,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1219,POL043016,4.6,49,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1220,POL036733,3.6,41,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1221,POL000745,3.4,44,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1222,POL055291,2.6,39,3.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1223,POL051911,0.9,43,2.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1224,POL039700,5.4,40,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1225,POL040914,6.6,35,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1226,POL028986,6.0,60,3.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1227,POL043676,0.1,49,1.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1228,POL050088,11.6,49,1.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1229,POL036860,3.5,39,3.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1230,POL047817,2.2,49,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1231,POL005915,5.6,40,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1232,POL026166,0.8,40,0.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1233,POL025446,11.6,40,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1234,POL020805,5.3,54,0.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1235,POL033080,2.4,45,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1236,POL016654,5.8,35,3.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1237,POL028638,7.7,39,3.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1238,POL031092,3.9,47,2.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1239,POL002735,4.0,37,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1240,POL017633,11.8,40,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1241,POL023230,9.0,52,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1242,POL054522,9.1,49,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1243,POL047244,8.8,44,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1244,POL008613,0.5,36,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1245,POL045312,0.6,52,3.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1246,POL004005,5.5,49,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1247,POL024914,5.9,48,2.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1248,POL012062,1.1,47,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1249,POL026685,11.6,65,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1250,POL056819,10.2,54,2.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1251,POL003845,0.2,39,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1252,POL036641,10.1,35,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1253,POL032412,0.9,36,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1254,POL030610,8.4,53,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1255,POL048823,2.4,35,2.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1256,POL027659,2.4,37,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1257,POL027779,9.8,60,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1258,POL030933,10.0,66,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1259,POL041158,5.9,44,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1260,POL038207,0.9,47,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1261,POL003068,1.0,52,2.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1262,POL012276,1.0,38,2.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1263,POL045330,11.8,52,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1264,POL036731,5.8,37,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1265,POL005192,1.0,43,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1266,POL057477,4.5,54,0.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1267,POL034861,11.4,69,2.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1268,POL006581,3.4,37,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1269,POL057089,7.2,48,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1270,POL017532,10.6,43,1.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1271,POL056013,10.3,64,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1272,POL018184,6.9,44,3.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1273,POL019266,0.7,53,3.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1274,POL005254,1.0,39,2.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1275,POL011007,12.3,44,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1276,POL025791,2.9,48,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1277,POL032487,1.4,52,3.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1278,POL035574,2.1,51,0.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1279,POL036978,1.7,50,0.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1280,POL026091,12.3,50,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1281,POL026791,11.9,45,1.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1282,POL056919,11.3,41,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1283,POL042023,2.5,44,3.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1284,POL009246,2.9,49,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1285,POL027680,6.2,40,2.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1286,POL055435,10.4,60,1.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1287,POL052791,1.0,35,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1288,POL019799,11.6,47,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1289,POL024350,7.8,52,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1290,POL041745,0.9,48,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1291,POL036573,11.3,47,2.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1292,POL011398,10.7,39,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1293,POL047978,4.6,38,4.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1294,POL017151,0.8,37,1.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1295,POL045923,0.9,52,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1296,POL015674,5.5,39,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1297,POL005715,10.5,39,2.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1298,POL016095,10.2,42,3.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1299,POL009164,5.4,40,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1300,POL029207,11.0,65,0.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,1
1301,POL012657,11.4,45,0.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1302,POL005171,4.3,45,2.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1303,POL009100,5.7,38,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1304,POL024471,7.6,52,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1305,POL018170,0.9,35,1.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1306,POL047209,5.9,50,2.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1307,POL022395,1.9,39,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1308,POL001143,11.3,58,3.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1309,POL053289,0.8,42,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1310,POL020548,10.1,58,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1311,POL053848,10.0,52,1.4,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1312,POL007626,1.0,44,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1313,POL055448,2.0,36,3.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1314,POL043890,10.4,61,1.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1315,POL040463,0.9,35,0.2,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1316,POL007620,0.5,37,0.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1317,POL039851,0.9,47,2.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1318,POL009580,0.9,44,2.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1319,POL043967,11.7,39,1.0,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1320,POL005391,2.8,50,0.6,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
1321,POL014120,10.6,51,2.8,M6,Petrol,113Nm@4400rpm,C1,4990,B2,0
