subscription_length,customer_age,claim_status,torque_Nm,torque_rpm,log_region_density,model_encoded,vehicle_age_bin_encoded,fuel_type_Diesel,fuel_type_Petrol,segment_B2,segment_C1,segment_C2,segment_Utility
12.1,40,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
11.5,49,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.8,48,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.5,41,1,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
10.4,44,0,113.0,4400.0,8.960467760919949,13718,2,0,1,1,0,0,0
11.5,40,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
12.1,43,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
5.6,44,1,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
12.5,53,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
4.6,44,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
12.3,38,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
10.8,47,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
11.9,58,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
3.9,47,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
10.2,46,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
8.2,50,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
1.1,47,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.7,45,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
2.8,48,1,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.3,58,1,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
12.1,40,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
8.6,42,0,113.0,4400.0,8.960467760919949,13718,2,0,1,1,0,0,0
10.1,36,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
0.4,54,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
2.4,46,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.5,52,1,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
0.7,49,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
8.0,50,0,113.0,4400.0,8.960467760919949,13718,2,0,1,1,0,0,0
2.9,37,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
10.6,58,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
10.7,45,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
0.8,54,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.3,60,0,113.0,4400.0,8.960467760919949,13718,2,0,1,1,0,0,0
3.0,39,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
7.1,41,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
10.1,50,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
8.4,42,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
11.4,48,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
11.3,54,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
10.8,39,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
5.7,35,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
8.2,35,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
9.4,41,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
2.7,44,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
9.2,41,0,113.0,4400.0,8.960467760919949,13718,2,0,1,1,0,0,0
11.9,45,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
11.5,58,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.0,47,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.9,40,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
11.8,55,0,113.0,4400.0,8.960467760919949,13718,2,0,1,1,0,0,0
10.4,49,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
4.3,43,1,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
10.9,43,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
4.6,44,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
7.8,56,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.3,54,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
3.3,48,0,113.0,4400.0,8.960467760919949,13718,2,0,1,1,0,0,0
0.1,40,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
12.4,56,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.7,55,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.9,53,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
12.3,45,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
9.3,40,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
10.1,50,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
10.8,47,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
0.7,44,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
1.7,35,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
1.1,36,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
10.4,56,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
0.3,53,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
11.2,49,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
5.3,50,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
5.6,48,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
0.1,56,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
11.6,59,0,113.0,4400.0,8.960467760919949,13718,1,0,1,1,0,0,0
11.5,49,0,113.0,4400.0,8.960467760919949,13718,0,0,1,1,0,0,0
11.8,44,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.2,57,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.1,41,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.1,38,0,200.0,1750.0,8.960467760919949,2104,2,1,0,0,1,0,0
0.7,36,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
4.1,35,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
4.8,35,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
3.6,37,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
3.7,45,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.5,48,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
4.6,37,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.5,41,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
0.9,50,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.4,46,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.1,55,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
7.4,40,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
0.7,35,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
3.6,43,1,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
2.9,40,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
12.1,35,1,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.1,40,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
3.3,39,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.1,48,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
3.8,41,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
0.5,48,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.6,36,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
3.1,49,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
12.3,45,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.0,44,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
6.8,36,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
2.9,55,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
3.1,43,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
5.8,41,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.4,44,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
0.8,48,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
1.5,45,1,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.1,43,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
5.6,50,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.3,40,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.7,49,1,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
9.4,41,0,200.0,1750.0,8.960467760919949,2104,2,1,0,0,1,0,0
0.6,50,0,200.0,1750.0,8.960467760919949,2104,2,1,0,0,1,0,0
9.9,39,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.3,49,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
1.5,43,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
0.9,58,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.4,43,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
4.0,47,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.1,37,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.3,49,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.3,40,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.9,48,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
12.2,37,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.3,60,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.4,38,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.0,51,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.1,51,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
3.8,50,0,200.0,1750.0,8.960467760919949,2104,2,1,0,0,1,0,0
11.0,54,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
5.2,46,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.2,41,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
1.7,47,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
7.1,45,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
3.0,38,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
3.3,45,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.6,37,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.5,43,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
0.7,37,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
3.2,54,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
3.1,48,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
6.4,44,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
3.4,40,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.1,40,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.2,53,1,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.2,53,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
12.1,38,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.1,46,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.9,62,0,200.0,1750.0,8.960467760919949,2104,2,1,0,0,1,0,0
10.6,62,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.5,37,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
3.5,49,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
5.2,40,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.5,38,0,200.0,1750.0,8.960467760919949,2104,2,1,0,0,1,0,0
12.0,40,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.7,51,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.8,61,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.6,46,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.1,37,0,200.0,1750.0,8.960467760919949,2104,2,1,0,0,1,0,0
3.4,41,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.5,36,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
8.4,42,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
2.3,40,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.4,48,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.5,57,1,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
0.9,47,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.9,49,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
3.7,44,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
5.1,46,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.7,60,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.9,44,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
5.2,38,1,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
0.3,52,1,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
5.2,48,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
5.5,37,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.3,53,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.9,52,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
0.8,36,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.4,47,0,200.0,1750.0,8.960467760919949,2104,2,1,0,0,1,0,0
10.4,48,0,200.0,1750.0,8.960467760919949,2104,2,1,0,0,1,0,0
0.4,47,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
7.9,46,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.2,37,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.8,47,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
6.8,45,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
0.6,36,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
5.8,45,1,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.0,39,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.6,52,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
1.8,35,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.7,39,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.7,37,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.8,47,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
9.9,47,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.1,58,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
0.9,36,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
4.9,37,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
7.3,40,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
9.7,49,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
3.5,56,1,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.9,39,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
5.7,41,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.3,36,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
0.6,36,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
12.1,35,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.6,43,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
2.3,40,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.9,48,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
8.3,57,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
1.7,37,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
8.5,45,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.9,36,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.3,40,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
6.9,36,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.3,40,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.6,37,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
2.1,38,1,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
3.9,40,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
7.7,49,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
2.7,42,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
2.6,44,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.2,47,1,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
0.1,47,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.5,47,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
5.5,54,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
6.0,41,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.9,50,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.3,35,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
11.1,53,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
12.4,35,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
9.2,48,1,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
10.4,57,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
10.4,40,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
12.0,41,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
3.7,47,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
7.0,40,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.8,45,1,200.0,1750.0,8.960467760919949,2104,2,1,0,0,1,0,0
4.8,43,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
1.0,37,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
2.2,37,0,200.0,1750.0,8.960467760919949,2104,2,1,0,0,1,0,0
10.9,45,1,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
3.8,45,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.0,52,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
11.9,54,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
9.3,58,0,200.0,1750.0,8.960467760919949,2104,1,1,0,0,1,0,0
0.6,39,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
0.9,60,1,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
4.0,35,0,200.0,1750.0,8.960467760919949,2104,0,1,0,0,1,0,0
9.7,43,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
1.0,43,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
9.8,45,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
0.8,54,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
1.0,52,0,91.0,4250.0,5.673323267171493,2360,2,0,1,0,0,0,0
0.9,46,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
4.9,48,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
10.5,41,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
1.0,38,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
1.0,35,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
0.8,39,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
0.9,47,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
1.0,39,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
1.0,48,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
1.0,50,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
1.0,40,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
5.5,47,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
10.3,49,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
0.9,39,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
11.4,35,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
0.8,37,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
2.6,36,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
0.8,41,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
11.8,39,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
4.6,39,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
0.8,37,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
0.8,48,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
0.8,42,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
1.0,41,0,91.0,4250.0,5.673323267171493,2360,0,0,1,0,0,0,0
0.9,52,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
10.6,47,0,91.0,4250.0,5.673323267171493,2360,1,0,1,0,0,0,0
2.5,44,1,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
5.1,49,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
8.8,40,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
0.9,44,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
3.3,41,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
12.4,41,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
10.8,42,0,113.0,4400.0,5.673323267171493,2934,2,0,1,1,0,0,0
0.9,38,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
3.0,40,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
1.0,49,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
10.7,45,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
0.7,49,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
0.9,42,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
0.2,53,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
10.8,50,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
6.1,35,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
1.0,37,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
0.9,42,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
2.4,41,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
0.8,39,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
3.4,51,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
6.4,56,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
10.5,36,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
0.9,46,1,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
2.6,54,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
5.1,40,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
12.1,40,1,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
9.5,43,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
2.6,40,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
5.8,44,1,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
5.4,40,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
11.2,47,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
0.8,45,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
0.9,40,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
0.8,52,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
9.3,46,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
2.5,41,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
0.7,50,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
6.3,54,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
0.8,43,0,113.0,4400.0,5.673323267171493,2934,1,0,1,1,0,0,0
5.7,36,0,113.0,4400.0,5.673323267171493,2934,0,0,1,1,0,0,0
0.4,39,0,113.0,4400.0,5.673323267171493,1070,1,0,1,0,1,0,0
0.4,42,0,113.0,4400.0,5.673323267171493,1070,0,0,1,0,1,0,0
12.5,54,0,113.0,4400.0,5.673323267171493,1070,0,0,1,0,1,0,0
1.0,37,0,113.0,4400.0,5.673323267171493,1070,0,0,1,0,1,0,0
0.8,42,0,113.0,4400.0,5.673323267171493,1070,1,0,1,0,1,0,0
